"EIN","SEC_NAME","FRCD","SUBSECCD","TAXPER","ASSETS","INCOME","NAME","ADDRESS","CITY","STATE","NTEEFINAL","NAICS","ZIP5","RULEDATE","FIPS","FNDNCD","PMSA","MSA_NECH","CASSETS","CFINSRC","CTAXPER","CTOTREV","ACCPER","RANDNUM","NTEECC","NTEE1","LEVEL4","LEVEL1","NTMAJ10","MAJGRPB","LEVEL3","LEVEL2","NTMAJ12","NTMAJ5","FILER","ZFILER","OUTREAS","OUTNCCS"
852566414,"",20,3,NA,NA,NA,"SQUARE ONE","2524 NE 30TH AVE","PORTLAND","OR","L81",NA,97212,202011,NA,NA,NA,NA,NA,"",NA,NA,NA,0.7118208334,"L81","L","L","PC","HU","L","HS","O","HU","HU","N","N","","IN"
561597893,"",10,3,202012,138675,70126,"ALAMANCE-ORANGE PRISON MINISTRY INC","PO BOX 9932","CHAPEL HILL","NC","I43",541199,27515,199806,37135,15,NA,NA,133757,"19eoextractez.xlsx",201812,52880,12,0.4749969725,"I43","I","I","PC","HU","I","HS","O","HU","HU","Y","N","","IN"
850979247,"",20,3,202012,1,0,"SAN JOAQUIN DENTAL SOCIETY FOUNDATION","7849 N PERSHING AVE","STOCKTON","CA","P20",NA,95207,202008,NA,NA,NA,NA,NA,"",NA,NA,12,0.4973659427,"P20","P","P","PC","HU","P","HS","O","HU","HU","Y","Y","","IN"
820448822,"",20,3,202112,0,0,"IDAHO TAX FOUNDATION INC","PO BOX 1665","BOISE","ID","T20",813211,83701,199207,16001,15,NA,NA,NA,"",NA,NA,12,0.1293422466,"T20","T","T","PC","PU","T","ZC","S","PU","OT","Y","Y","","IN"
202752153,"",20,3,202112,0,0,"INDIA CENTER","244 FIFTH AVENUE 2ND FLOOR","NEW YORK","NY","A23",710000,10001,200511,36061,16,NA,NA,NA,"",NA,NA,12,0.7422469164,"A23","A","A","PC","AR","A","AR","O","AR","AR","Y","Y","","IN"
232326553,"",10,3,202106,295097384,71445861,"INGLIS FOUNDATION","2600 BELMONT AVE","PHILADELPHIA","PA","P1170",813219,19131,198507,42101,17,NA,NA,233412308,"19eoextract990.xlsx",201906,25063399,6,0.2857101885,"P117","P","P","PC","HU","P","ZA","S","HU","HU","Y","N","","IN"
530204690,"",10,3,202106,29901307,3861322,"PREVENTION OF BLINDNESS SOCIETY OF METROPOLITAN WASHINGTON INC","415 2ND ST NE STE 200","WASHINGTON","DC","G41",813212,20002,194709,11001,16,NA,NA,21834264,"19eoextract990.xlsx",201806,2812431,6,0.2520791252,"G41","G","G","PC","HE","G","HE","O","HE","HE","Y","N","","IN"
453969627,"",10,3,202112,1501828,170112,"MIKVAH SARA LAYA BINYAN LIBA","312 SPRAGUE RD","INWOOD","NY","X30",813110,11096,201310,36059,15,NA,NA,1232324,"19eoextract990.xlsx",201812,540608,12,0.4939652334,"X30","X","X","PC","RE","X","RE","O","RE","OT","Y","N","","IN"
410732184,"",60,3,202112,NA,NA,"TRINITY LUTHERAN CHURCH OF NORTH BRANCH","PO BOX 447","NORTH BRANCH","MN","X21",813110,55056,198804,27025,10,NA,NA,NA,"",NA,NA,12,0.4372573652,"X21","X","X","PC","RE","X","RE","O","RE","OT","Y","N","","IN"
136113576,"",1,3,202112,534017,706051,"LERNER-GRAY FOUNDATION INC","5 YADKIN ST","BLUFFTON","SC","T20",813211,29910,195803,33009,4,NA,NA,NA,"",NA,NA,12,0.0132790657,"T20","T","T","PF","PU","T","ZC","S","PU","OT","Y","N","","IN"
562170889,"",1,3,202112,614265,1040546,"SDR FOUNDATION INC","8821 CYPRESS LAKES DR UNIT 502","RALEIGH","NC","T22",813211,27615,200008,37183,4,NA,NA,NA,"",NA,NA,12,0.0655491181,"T22","T","T","PF","PU","T","ZC","S","PU","OT","Y","N","","IN"
371573632,"CHINA SPRING 4-H CLUB",20,3,202108,0,0,"TEXAS 4-H","4224 COBBS DR","WACO","TX","O52",813410,76710,201311,48309,15,NA,NA,NA,"",NA,NA,8,0.39943001,"O52","O","O","PC","HU","O","HS","O","HU","HU","Y","Y","","IN"
800863180,"",60,3,NA,NA,NA,"CONNECTION CHURCH ASSEMBLEY OF GOD","PO BOX 4039","EVANSVILLE","IN","X20",813110,47724,196408,18163,10,NA,NA,NA,"",NA,NA,NA,0.8128341927,"X20","X","X","PC","RE","X","RE","O","RE","OT","N","N","","IN"
460877735,"",20,3,202012,0,0,"AUDREYS HARVEST","8310 LOFTY LN","ROUND ROCK","TX","X20",813110,78681,201211,48491,15,NA,NA,NA,"",NA,NA,12,0.9367331391,"X20","X","X","PC","RE","X","RE","O","RE","OT","Y","Y","","IN"
990035510,"",10,6,202106,2410473,21243686,"CHAMBER OF COMMERCE OF HAWAII","733 BISHOP ST STE 1200","HONOLULU","HI","S0141",813319,96813,194210,15003,0,NA,NA,1752869,"19eoextract990.xlsx",201806,2446016,6,0.5170834952,"S014","S","S","O","PU","S","PB","O","PU","OT","Y","N","","IN"
473866515,"3090917 DUNBAR LL",20,3,202109,0,0,"LITTLE LEAGUE BASEBALL INC","8251 GOPHER TORTOISE TRL","LEHIGH ACRES","FL","N63",NA,33972,196701,NA,NA,NA,NA,NA,"",NA,NA,9,0.0039349907,"N63","N","N","PC","HU","N","HS","O","HU","HU","Y","Y","","IN"
452578026,"",20,3,201912,1,0,"SAINT JAMES VOF MINISTRIES INC","1400 E CENTER ST","EL DORADO","AR","P20",624000,71730,201109,5139,15,NA,NA,1,"19eoextract990.xlsx",201812,0,12,0.7144178503,"P20","P","P","PC","HU","P","HS","O","HU","HU","N","N","","IN"
824799463,"",20,3,202012,0,0,"URBAN FAMILY LEGACY FOUNDATION","1448 E 52ND ST STE 398","CHICAGO","IL","P51",NA,60615,201808,NA,NA,NA,NA,NA,"",NA,NA,12,0.4143947568,"P51","P","P","PC","HU","P","HS","O","HU","HU","Y","Y","","IN"
431015163,"",10,3,202106,1937068,9375739,"CENTRAL MISSOURI AREA AGENCY ON AGING","201 W BROADWAY STE 31","COLUMBIA","MO","P81",624120,65203,197605,29019,15,NA,NA,1603974,"19eoextract990.xlsx",201806,8262577,6,0.777253726,"P81","P","P","PC","HU","P","HS","O","HU","HU","Y","N","","IN"
237166949,"",20,4,202112,0,0,"NORTHWEST NEIGHBORHOOD PLANNING DEVELOPMENT CORP INC","3101 CLIFTON ST","INDIANAPOLIS","IN","S20",813410,46208,197411,18097,0,NA,NA,NA,"",NA,NA,12,0.9454027532,"S20","S","S","O","PU","S","PB","O","PU","OT","Y","Y","","IN"
208570034,"",10,3,202106,68091,27694,"JACKSON LIBERTY BAND PARENTS AND STUDENTS ASSOCIATION INC","PO BOX 753","JACKSON","NJ","B11",813219,8527,202008,34029,16,NA,NA,NA,"",NA,NA,6,0.2831046938,"B11","B","B","PC","ED","B","ZA","S","ED","ED","Y","N","","IN"
844029853,"",20,3,202112,0,0,"TEAM MEMBER HELPING HAND FUND","5900 CLEARWATER DR STE 500","MINNETONKA","MN","",NA,55343,202105,NA,NA,NA,NA,NA,"",NA,NA,12,0.9626639617,"","","","PC","UN","","-","O","UN","OT","Y","Y","","IN"
320552749,"",20,3,202112,0,0,"REEDSBURG AREA COMMUNITY CHOIR","1111 14TH ST","REEDSBURG","WI","A6B",NA,53959,201906,NA,NA,NA,NA,NA,"",NA,NA,12,0.8859268496,"A6B","A","A","PC","AR","A","AR","O","AR","AR","Y","Y","","IN"
951227516,"683 TCWH",10,5,202012,2145089,2218210,"INTERNATIONAL BROTHERHOOD TEAMSTERS","1333 E MADISON AVE STE 200","EL CAJON","CA","J40",813930,92021,194102,6073,0,NA,NA,2070175,"19eoextract990.xlsx",201812,2287916,12,0.410244914,"J40","J","J","O","HU","J","HS","O","HU","HU","Y","N","","IN"
61175503,"",20,3,202009,9202,36002,"SOUTH BRONX CHURCHES SPONSORING COMMITTEE","389 E 150TH ST","BRONX","NY","W70",813410,10455,198912,36005,15,NA,NA,11083,"19eoextractez.xlsx",201809,21600,9,0.3850066658,"W70","W","W","PC","PU","W","PB","O","PU","OT","Y","N","","IN"
237530874,"201 DAVID A HOOPER",20,10,202203,0,0,"ANCIENT FREE & ACCEPTED MASONS OF MAINE","PO BOX 303","SULLIVAN","ME","Y41",813410,4664,194101,23009,0,NA,NA,NA,"",NA,NA,3,0.4131864308,"Y41","Y","Y","O","MU","Y","MO","M","MU","OT","Y","Y","","IN"
431092497,"",10,3,202106,5785994,2295929,"BOONSLICK INDUSTRIES INC","PO BOX 239","BOONVILLE","MO","J33",624310,65233,197707,29053,15,NA,NA,5376953,"19eoextract990.xlsx",201906,2271865,6,0.115830835,"J33","J","J","PC","HU","J","HS","O","HU","HU","Y","N","","IN"
561911527,"831 METROLINA WALKERS",20,3,202106,0,0,"AMERICAN VOLKSSPORT ASSOCIATION INC","10524 WORSLEY LN","CHARLOTTE","NC","N50",713990,28269,198710,37119,16,NA,NA,NA,"",NA,NA,6,0.1468839051,"N50","N","N","PC","HU","N","HS","O","HU","HU","Y","Y","","IN"
541840609,"",10,3,202106,914109,229836,"ARTS CENTER OF ORANGE","PO BOX 13","ORANGE","VA","A20",710000,22960,199805,51137,15,NA,NA,809100,"19eoextract990.xlsx",201806,161873,6,0.4515107291,"A20","A","A","PC","AR","A","AR","O","AR","AR","Y","N","","IN"
900591036,"L0600MN MN CORR FACILITY-STILLWATER",10,5,202112,385482,90095,"AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES","384 SNELLING AVE S APT 107","SAINT PAUL","MN","J40",813930,55105,195708,55109,0,NA,NA,335362,"19eoextractez.xlsx",201812,86748,12,0.5946743339,"J40","J","J","O","HU","J","HS","O","HU","HU","Y","N","","IN"
720568010,"",60,3,NA,NA,NA,"HIGHLAND BAPTIST CHURCH","520 OLIVE ST","SHREVEPORT","LA","X21",813110,71104,196408,22017,10,NA,NA,NA,"",NA,NA,NA,0.8675211244,"X21","X","X","PC","RE","X","RE","O","RE","OT","N","N","","IN"
830905503,"",20,3,202112,0,0,"BRIDGE BUILDERS USA","9437 STATE RD","CRANESVILLE","PA","X99",NA,16410,201903,NA,NA,NA,NA,NA,"",NA,NA,12,0.3716502225,"X99","X","X","PC","RE","X","RE","O","RE","OT","Y","Y","","IN"
562608911,"14111 PRINCE OF PEACE COUNCIL",20,8,202112,0,0,"KNIGHTS OF COLUMBUS","2932 OAKCREST DR","NORTON","OH","Y41",813410,44203,194010,39153,0,NA,NA,NA,"",NA,NA,12,0.7384746829,"Y41","Y","Y","O","MU","Y","MO","M","MU","OT","Y","Y","","IN"
421507930,"",1,3,202112,216093,30203,"ROBERT AND MARY JO HARTWIG FAMILY FOUNDATION INC","3604 MAPLE HILL DR","WAUSAU","WI","T22",813211,54401,200010,55073,4,NA,NA,NA,"",NA,NA,12,0.0908920046,"T22","T","T","PF","PU","T","ZC","S","PU","OT","Y","N","","IN"
751775338,"",60,3,NA,NA,NA,"MAIN STREET CHURCH OF CHRIST","PO BOX 27","PETERSBURG","TX","X21",813110,79250,198208,48189,10,NA,NA,NA,"",NA,NA,NA,0.9809384981,"X21","X","X","PC","RE","X","RE","O","RE","OT","N","N","","IN"
454047210,"",10,13,202012,1383076,172073,"WILLOWCREST PARK INC","200 W 53RD ST","ANDERSON","IN","Y50",812220,46013,201403,18095,0,NA,NA,1501003,"19eoextract990.xlsx",201812,131255,12,0.6102642382,"Y50","Y","Y","O","MU","Y","MO","M","MU","OT","Y","N","","IN"
271700175,"HOOPER CHAPTER",20,7,202112,0,0,"PHI ALPHA DELTA LAW FRATERNITY","606 BALTIMORE AVE STE 303","TOWSON","MD","B83",813410,21204,194504,24005,0,NA,NA,NA,"",NA,NA,12,0.5334566113,"B83","B","B","O","ED","B","ED","O","ED","ED","Y","Y","","IN"
391698658,"3 HARMONY CHAPTER",20,8,202104,0,0,"HARMONY CHAPTER NO 3","1218 W NORTH AVE","MILWAUKEE","WI","Y40",813410,53205,201405,55079,0,NA,NA,NA,"",NA,NA,4,0.4558080315,"Y40","Y","Y","O","MU","Y","MO","M","MU","OT","Y","Y","","IN"
582611910,"",60,3,NA,NA,NA,"MOUNT OLIVE MISSIONARY BAPTIST CHURCH","PO BOX 6384","AMERICUS","GA","X21",813110,31709,200203,13177,10,NA,NA,NA,"",NA,NA,NA,0.2415045903,"X21","X","X","PC","RE","X","RE","O","RE","OT","N","N","","IN"
273037654,"",60,3,NA,NA,NA,"RINCHEN CHOLING FOUNDATION","9534 LAS TUNAS DR","TEMPLE CITY","CA","X50",813110,91780,201102,6037,10,NA,NA,NA,"",NA,NA,NA,0.6598293628,"X50","X","X","PC","RE","X","RE","O","RE","OT","N","N","","IN"
943293774,"",1,3,202112,797016,61576,"TADE HARTSUFF THOMAS FOUNDATION","2437 SUTTER VIEW LN","LINCOLN","CA","T22",813211,95648,199804,6075,4,NA,NA,NA,"",NA,NA,12,0.17699223,"T22","T","T","PF","PU","T","ZC","S","PU","OT","Y","N","","IN"
134306429,"1998 OLEN LEWIS ASSEMBLY",20,8,202106,0,0,"KNIGHTS OF COLUMBUS","209 N GROVE ST","UVALDE","TX","Y40",813410,78801,194010,48463,0,NA,NA,NA,"",NA,NA,6,0.3669706958,"Y40","Y","Y","O","MU","Y","MO","M","MU","OT","Y","Y","","IN"
860757840,"PAGE CHAPTER",10,3,NA,NA,NA,"ROCKY MOUNTAIN ELK FOUNDATION INC","PO BOX 8249","MISSOULA","MT","D11",813219,59807,198409,30063,16,NA,NA,NA,"",NA,NA,NA,0.0672992992,"D11","D","D","PC","EN","D","ZA","S","EN","OT","N","N","","IN"
270797628,"",10,3,202112,69846,297421,"CACFP ASSISTANCE & CHILDCARE BUSINESS CONSULTING INC","7024 CARRIAGE COVE DR","OAK RIDGE","NC","P33",624410,27310,201101,37081,16,NA,NA,8886,"19eoextract990.xlsx",201812,246803,12,0.1851792169,"P33","P","P","PC","HU","P","HS","O","HU","HU","Y","N","","IN"
311427507,"",60,3,NA,NA,NA,"FAITH HOPE AND LOVE CHRISTIAN CENTER INC","PO BOX 4917","MUSKEGON HTS","MI","X20",813110,49444,199508,26121,10,NA,NA,NA,"",NA,NA,NA,0.8231275967,"X20","X","X","PC","RE","X","RE","O","RE","OT","N","N","","IN"
201104215,"",20,3,202107,32029,26979,"MCGLYNN ELEMENTARY PARENT TEACHER GROUP","46 WASHINGTON ST","MEDFORD","MA","B94",813410,2155,200410,25017,16,NA,NA,16521,"core2017pc",201706,26090,7,0.745763514,"B94","B","B","PC","ED","B","ED","O","ED","ED","Y","N","","IN"
464754536,"",20,3,202112,0,0,"PITTSBURGH SOARING ASSOCIATION","931 ROLLING MEADOWS RD","WAYNESBURG","PA","N99",713990,15370,201409,42003,16,NA,NA,42913,"19eoextractez.xlsx",201812,59062,12,0.0228490132,"N99","N","N","PC","HU","N","HS","O","HU","HU","Y","Y","","IN"
136222498,"",1,3,202012,30441373,5329721,"PERKIN FUND","PO BOX 2220","S HAMILTON","MA","T20",813211,1982,196708,25009,4,NA,NA,NA,"",NA,NA,12,0.3035044612,"T20","T","T","PF","PU","T","ZC","S","PU","OT","Y","N","","IN"
330265128,"",10,3,202106,303669,310036,"NOMADS SOCCER CLUB","7660 FAY AVE STE H113","LA JOLLA","CA","N64",713990,92037,199211,6073,15,NA,NA,477762,"19eoextract990.xlsx",201906,399505,6,0.0787667262,"N64","N","N","PC","HU","N","HS","O","HU","HU","Y","N","","IN"
232537307,"MIDDLE ATLANTIC COUNCIL PDCA",20,6,202112,18211,14048,"PAINTING & DECORATING CONTRACTORS OF AMERICA","62 W MAIN STREET","MAPLE SHADE","NJ","S41",813910,8052,197401,51059,0,NA,NA,52680,"19eoextract990.xlsx",201812,76756,12,0.9809084271,"S41","S","S","O","PU","S","PB","O","PU","OT","Y","N","","IN"
752721991,"",60,3,NA,NA,NA,"REVIVALIST POWER OF DELIVERANCE CHURCH MINSITRY INC","PO BOX 40310 STE 10","MOBILE","AL","X20",813110,36640,200808,1097,10,NA,NA,NA,"",NA,NA,NA,0.0115747696,"X20","X","X","PC","RE","X","RE","O","RE","OT","N","N","","IN"
46127504,"",1,3,202112,113270,6284,"DUSTON DUSTIN GARRISON HOUSE ASSO INC","15 S CENTRAL ST","HAVERHILL","MA","L99",624220,1835,196406,25001,4,NA,NA,NA,"",NA,NA,12,0.9841279279,"L99","L","L","PF","HU","L","HS","S","HU","HU","Y","N","","IN"
461648093,"",60,3,NA,NA,NA,"CONG OF ECHO RIDGE","3 ECHO RIDGE RD","AIRMONT","NY","X30",NA,10952,201904,NA,NA,NA,NA,NA,"",NA,NA,NA,0.737058613,"X30","X","X","PC","RE","X","RE","O","RE","OT","N","N","","IN"
203956336,"",10,3,202112,1117435,2278762,"COMMUNITY OUTREACH MEDICAL CENTER","1140 ALMOND TREE LN STE 306","LAS VEGAS","NV","E20",622110,89104,200602,32003,15,NA,NA,411721,"19eoextract990.xlsx",201812,1418781,12,0.9996827086,"E20","E","E","PC","HE","EH","HE","O","EH","HE","Y","N","","IN"
300334766,"",20,4,202201,0,0,"VETS WITH VETTES & CORVETTE OWNERS","PO BOX 51","MADISON","AL","M42",624230,35758,201109,1089,0,NA,NA,NA,"",NA,NA,1,0.6399521656,"M42","M","M","O","HU","M","HS","O","HU","HU","Y","Y","","IN"
461611912,"",1,3,202106,761102,85897,"TREGURTHA FAMILY FOUNDATION INC","50 LOCUST AVENUE","NEW CANAAN","CT","T22",813211,6840,201305,9001,4,NA,NA,NA,"",NA,NA,6,0.4661605683,"T22","T","T","PF","PU","T","ZC","S","PU","OT","Y","N","","IN"
382934109,"",60,3,NA,NA,NA,"GRAND RAPIDS CHRISTIAN CHURCH","2342 NELSON AVE SE","GRAND RAPIDS","MI","X20",813110,49507,199007,26081,10,NA,NA,NA,"",NA,NA,NA,0.3359660835,"X20","X","X","PC","RE","X","RE","O","RE","OT","N","N","","IN"
396078401,"10348 RACINE",20,4,202106,9386,17874,"INTERNATIONAL ASSOCIATION OF LIONS CLUBS","1345 HWY V","STURTEVANT","WI","S80",813410,53177,194012,55101,0,NA,NA,18752,"19eoextractez.xlsx",201806,19524,6,0.9540446903,"S80","S","S","O","PU","S","PB","O","PU","OT","Y","N","","IN"
464861728,"",20,3,202112,0,0,"PROJECT PINK AND GREEN FOUNDATION INC","1487 SE TIDEWATER PL","STUART","FL","B12",813219,34997,201903,12085,15,NA,NA,NA,"",NA,NA,12,0.6216171228,"B12","B","B","PC","ED","B","ZB","S","ED","ED","Y","Y","","IN"
680126151,"",20,3,202112,0,0,"BASANT BAHAR","35594 GLEASON LN","FREMONT","CA","A60",711100,94536,201702,6001,15,NA,NA,NA,"",NA,NA,12,0.1780395106,"A60","A","A","PC","AR","A","AR","O","AR","AR","Y","Y","","IN"
431803116,"",10,3,202112,130192,66510,"BILL MCKENNA MEMORIAL SCHOLARSHIP FOUNDATION INC","1387 SUNSWEPT VLY","DEFIANCE","MO","B82",813410,63341,199806,29183,15,NA,NA,97279,"19eoextractez.xlsx",201812,19577,12,0.0019432922,"B82","B","B","PC","ED","B","ED","O","ED","ED","Y","N","","IN"
166384392,"",1,3,202112,655630,228916,"WALTER & CECILE BORCHERT SCHOLARSHIP FUND","285 DELAWARE AVE FL 3RD","BUFFALO","NY","B82",813410,14202,199308,36029,4,NA,NA,NA,"",NA,NA,12,0.7956103916,"B82","B","B","PF","ED","B","ED","S","ED","ED","Y","N","","IN"
237155569,"GRANVIEW ELEM SCHOOL PTA INC",20,3,202106,18507,16004,"PTA PENNSYLVANIA CONGRESS","4301 LANCASTER RD","ERIE","PA","B94",813410,16506,197210,42049,16,NA,NA,22959,"19eoextractez.xlsx",201906,50471,6,0.7906453505,"B94","B","B","PC","ED","B","ED","O","ED","ED","Y","N","","IN"
113190418,"CHRISTIAN CHURCH OF NEW-YORK",60,3,NA,NA,NA,"CHRISTIAN CHURCH OF NEW-YORK INC","1712 NOSTRAND AVE","BROOKLYN","NY","X20",813110,11226,199405,36047,10,NA,NA,NA,"",NA,NA,NA,0.9087500978,"X20","X","X","PC","RE","X","RE","O","RE","OT","N","N","","IN"
851279615,"",20,3,202012,0,0,"BLADEN OPERA HOUSE ASSOCIATION INC","PO BOX 98","BLADEN","NE","A99",NA,68928,202006,NA,NA,NA,NA,NA,"",NA,NA,12,0.0105483534,"A99","A","A","PC","AR","A","AR","O","AR","AR","Y","Y","","IN"
274648378,"",20,13,202112,0,0,"COLES CHAPEL CEMETERY INC","208 LITTLE BEND LN","BRANCH","AR","Y50",812220,72928,201103,5047,0,NA,NA,NA,"",NA,NA,12,0.9115660898,"Y50","Y","Y","O","MU","Y","MO","M","MU","OT","Y","Y","","IN"
770664277,"SOUTHWEST MISSOURI CHAPTER",20,6,202112,0,0,"PUBLIC RELATIONS SOCIETY OF AMERICA INC","PO BOX 4807","SPRINGFIELD","MO","S03",813920,65808,195405,29077,0,NA,NA,NA,"",NA,NA,12,0.6465567628,"S03","S","S","O","PU","S","PB","O","PU","OT","Y","Y","","IN"
821317465,"",10,3,202112,470158,245000,"SATURDAY MORNING INITIATIVE INC","1901 GLYNDON AVE","VENICE","CA","R30",NA,90291,202102,NA,NA,NA,NA,9000,"core2017pc",201712,12000,12,0.9001102847,"R30","R","R","PC","PU","R","PB","O","PU","OT","Y","N","","IN"
823024367,"",20,3,202112,0,0,"HELPING HANDS AT LA COSTA GLEN","7831 RUSH ROSE DRIVE - 328","CARLSBAD","CA","P11",NA,92009,201710,NA,NA,NA,NA,NA,"",NA,NA,12,0.6487348167,"P11","P","P","PC","HU","P","ZA","S","HU","HU","Y","Y","","IN"
473921279,"CARMEN MARINO SOLE MBR",20,3,202012,0,0,"I STILL MATTER","PO BOX 515","JACKSONVILLE","FL","F80",813920,32234,201512,12031,16,NA,NA,NA,"",NA,NA,12,0.2426485604,"F80","F","F","PC","HE","F","HE","O","HE","HE","Y","Y","","IN"
510173113,"",130,3,NA,NA,NA,"RAVTOV COMMITTEE TO AID NEW IMMIGRANTS INC","444 N FORMOSA AVE","LOS ANGELES","CA","P84",624120,90036,197512,6037,15,NA,NA,NA,"",NA,NA,NA,0.3492521358,"P84","P","P","PC","HU","P","HS","O","HU","HU","N","N","","IN"
814579369,"",20,3,202112,13373,1542,"MOPPENHEIMORG","170 PETRIFIED FOREST RD","CALISTOGA","CA","P80",NA,94515,201706,NA,NA,NA,NA,165834,"19eoextract990.xlsx",201812,50000,12,0.2806114527,"P80","P","P","PC","HU","P","HS","O","HU","HU","Y","N","","IN"
656059373,"WAGNER WILL EX",20,3,202112,0,0,"DERRICK DEAN WAGNER MEMORIAL FOUNDATION","1108 ORINOCO WAY","PALM BCH GDNS","FL","T20",813211,33410,199205,12099,15,NA,NA,NA,"",NA,NA,12,0.2053707682,"T20","T","T","PC","PU","T","ZC","S","PU","OT","Y","Y","","IN"
766204243,"",1,3,202112,810103,159112,"CARL & LILY THRIFT CHARITABLE TRUST","PO BOX 23559","ST PETERSBURG","FL","T90",813211,33742,200809,12103,4,NA,NA,NA,"",NA,NA,12,0.1678728753,"T90","T","T","PF","PU","T","ZF","S","PU","OT","Y","N","","IN"
742413306,"JACKSON COUNTY CHAPTER",20,3,NA,NA,NA,"DUCKS UNLIMITED INC","1 WATERFOWL WAY","MEMPHIS","TN","C32",813312,38120,195606,47157,15,NA,NA,NA,"",NA,NA,NA,0.1624768499,"C32","C","C","PC","EN","C","EN","O","EN","OT","N","N","","IN"
454560385,"",20,3,202112,0,0,"PAW PALS OF CLINTON COUNTY INC","PO BOX 124","FRANKFORT","IN","D20",813312,46041,201301,18023,15,NA,NA,NA,"",NA,NA,12,0.4068260954,"D20","D","D","PC","EN","D","EN","O","EN","OT","Y","Y","","IN"
411911346,"",10,3,202012,100575,63141,"NORTHERN LIGHTS GREYHOUND ADOPTION","11247 FOLEY BLVD NW","COON RAPIDS","MN","D20",813312,55448,199903,27003,15,NA,NA,118699,"19eoextractez.xlsx",201812,67460,12,0.9674974392,"D20","D","D","PC","EN","D","EN","O","EN","OT","Y","N","","IN"
621450062,"",1,3,202012,23410876,3339900,"ROSE FOUNDATION","1779 KIRBY PKWY STE 1 PMB 320","GERMANTOWN","TN","T20",813211,38138,199204,47157,4,NA,NA,NA,"",NA,NA,12,0.0756335727,"T20","T","T","PF","PU","T","ZC","S","PU","OT","Y","N","","IN"
820641745,"AB MCDONALD PTO",20,3,202106,0,0,"PARENT BOOSTER USA","2323 E D ST","MOSCOW","ID","",NA,83843,200510,NA,NA,NA,NA,NA,"",NA,NA,6,0.8657439793,"","","","PC","UN","","-","O","UN","OT","Y","Y","","IN"
640334158,"",60,3,NA,NA,NA,"MISSISSIPPI BAPTIST CONVENTION BOARD","515 MISSISSIPPI ST","JACKSON","MS","X21",813110,39201,196907,28049,10,NA,NA,NA,"",NA,NA,NA,0.4996637675,"X21","X","X","PC","RE","X","RE","O","RE","OT","N","N","","IN"
472316914,"",20,3,202105,0,0,"BEAN CREEK VALLEY HISTORY CENTER INC","PO BOX 27","FAYETTE","OH","A80",NA,43521,201709,NA,NA,NA,NA,NA,"",NA,NA,5,0.4623352002,"A80","A","A","PC","AR","A","AR","O","AR","AR","Y","Y","","IN"
742865320,"",60,3,NA,NA,NA,"LONE STAR BAPTIST CHURCH","268 SHILOH RD","BASTROP","TX","X21",813110,78602,201402,48021,10,NA,NA,NA,"",NA,NA,NA,0.5751490886,"X21","X","X","PC","RE","X","RE","O","RE","OT","N","N","","IN"
741864960,"",60,3,NA,NA,NA,"THE SERAPHIC SISTERS INC","630 W WOODLAWN AVE","SAN ANTONIO","TX","E91",623110,78212,194603,48029,10,NA,NA,NA,"",NA,NA,NA,0.981007283,"E91","E","E","PC","HE","E","HE","O","HE","HE","N","N","","IN"
472470713,"",10,6,202009,48262,74617,"SOUTHWEST GWINNETT CHAMBER OF COMMERCE LLC","5425 PEACHTREE PKWY","PEACHTREE COR","GA","S41",813910,30092,201412,13135,0,NA,NA,46753,"19eoextractez.xlsx",201809,92030,9,0.8187359755,"S41","S","S","O","PU","S","PB","O","PU","OT","Y","N","","IN"
330282767,"",10,3,202112,47595,77658,"PACIFIC CLINICAL RESEARCH FOUNDATION","3980 LARIAT RDG","NEW BRAUNFELS","TX","H9B",541710,78132,199003,6073,16,NA,NA,56682,"19eoextractez.xlsx",201812,64447,12,0.9774390606,"H9B","H","H","PC","HE","H","HE","O","HE","HE","Y","N","","IN"
201458626,"",20,3,202112,0,0,"HIS TREASURES MINISTRIES INCORPORATED","203 BOCAGE DR","DOTHAN","AL","X20",813110,36303,200607,1069,15,NA,NA,NA,"",NA,NA,12,0.1311094729,"X20","X","X","PC","RE","X","RE","O","RE","OT","Y","Y","","IN"
871560594,"",20,3,NA,NA,NA,"CULTURES UNITED","7916 14TH AVE SW","SEATTLE","WA","Z99",NA,98106,202109,NA,NA,NA,NA,NA,"",NA,NA,NA,0.946283599,"Z99","Z","Z","PC","UN","Z","UN","O","UN","OT","N","N","","IN"
473874869,"",20,3,202012,98,4172,"CLAWS & WHISKERS RESCUE FOUNDATION","5157 WILDCAT RD","IRELAND","WV","D20",813312,26376,201604,54097,16,NA,NA,318,"19eoextractez.xlsx",201812,8864,12,0.5968466244,"D20","D","D","PC","EN","D","EN","O","EN","OT","Y","N","","IN"
351066121,"GAMMA THETA CHAPTER INC",10,7,202012,256162,212364,"PHI DELTA KAPPA FRATERNITY","802 PHI DELTA KAPPA DR","DANVILLE","IN","B83",813410,46122,199008,18063,0,NA,NA,273547,"19eoextract990.xlsx",201812,86976,12,0.6724585325,"B83","B","B","O","ED","B","ED","O","ED","ED","Y","N","","IN"
